department,salary,avg_month_hours,experience,projects,promotion,work_accident,satisfaction,evaluation,left
technical,high,209,3,3,0,0,0.68,0.7,0
technical,low,191,5,3,0,1,0.6,0.73,0
technical,low,181,2,4,0,1,0.7,0.91,0
technical,low,250,2,4,0,0,0.65,0.55,0
technical,low,179,2,2,0,0,0.48,0.59,0
support,low,225,4,3,0,0,0.75,0.73,0
support,low,267,2,5,0,1,0.69,0.78,0
support,low,169,2,2,0,1,0.34,0.46,0
support,low,164,3,4,0,0,0.59,0.49,0
support,medium,155,3,4,0,0,0.94,0.95,0
support,medium,223,2,5,0,1,0.98,0.77,0
support,medium,160,3,3,0,0,0.72,0.66,0
support,medium,268,2,4,0,0,0.79,0.7,0
support,medium,151,4,4,0,1,0.54,0.61,0
support,medium,156,2,3,0,0,0.73,0.95,0
support,medium,136,3,4,0,0,0.82,0.58,0
technical,medium,189,2,3,0,0,0.57,0.45,0
technical,medium,203,2,5,0,0,0.98,0.93,0
technical,medium,174,2,5,0,0,0.91,0.65,0
management,medium,239,2,3,0,0,0.72,0.91,0
IT,medium,152,6,5,0,0,0.48,0.73,0
IT,medium,268,6,4,0,0,0.57,0.86,0
IT,medium,146,3,4,0,0,0.86,0.96,0
IT,medium,232,4,3,0,0,0.63,0.85,0
IT,medium,255,5,3,0,0,0.81,0.52,0
product_mng,medium,129,4,4,0,0,0.21,0.37,0
product_mng,medium,261,3,3,0,1,0.9,0.66,0
product_mng,medium,101,2,3,0,1,0.79,0.78,0
product_mng,medium,229,3,4,0,0,0.95,0.49,0
IT,medium,162,4,3,0,0,0.29,0.43,0
RandD,medium,270,3,4,0,0,0.81,0.52,0
RandD,medium,277,5,6,0,0,0.21,0.56,0
RandD,high,261,4,5,0,0,0.7,0.83,0
RandD,low,204,2,4,0,0,0.66,0.64,0
RandD,medium,215,2,2,0,0,0.16,0.86,0
marketing,medium,219,3,3,0,0,0.72,0.8,0
sales,medium,147,4,3,0,0,0.51,0.5,0
accounting,medium,243,2,5,0,0,0.59,0.63,0
support,medium,155,5,2,0,1,0.66,0.4,0
technical,medium,253,2,3,0,0,0.69,0.84,0
management,medium,235,3,4,0,0,0.69,0.94,0
marketing,medium,257,3,5,0,0,0.89,0.79,0
marketing,medium,225,2,4,0,0,0.52,0.56,0
marketing,medium,167,3,3,0,0,0.91,0.91,0
sales,low,224,4,5,0,0,0.96,0.53,0
sales,low,127,3,5,0,0,0.8,0.58,0
sales,low,256,3,3,0,1,0.55,0.77,0
sales,low,233,2,4,0,0,0.93,0.63,0
sales,low,169,4,4,0,0,0.93,0.86,0
sales,low,152,2,3,0,0,0.54,0.48,0
sales,low,236,2,5,0,0,0.48,0.76,0
sales,high,154,2,3,0,0,0.19,0.99,0
sales,low,223,2,3,0,0,0.95,0.71,0
sales,high,211,3,4,0,0,0.96,0.81,0
sales,high,192,2,4,0,0,0.63,0.89,0
sales,low,227,2,4,0,1,0.81,0.8,0
sales,low,265,3,4,0,1,0.5,0.88,0
sales,high,228,2,5,0,0,0.76,0.72,0
sales,low,152,3,4,0,0,0.84,0.49,0
sales,medium,169,5,5,0,0,0.2,0.95,0
sales,high,169,3,3,0,0,0.78,0.92,0
sales,medium,157,3,4,0,0,0.8,0.68,0
sales,medium,251,2,4,0,1,0.94,0.57,0
accounting,medium,253,2,5,0,0,0.44,0.74,0
accounting,medium,155,2,3,0,0,0.92,0.85,0
accounting,high,232,2,3,0,0,0.54,0.8,0
hr,medium,195,2,4,0,0,0.56,0.56,0
hr,medium,198,3,4,0,1,0.66,0.69,0
hr,medium,246,3,3,0,0,0.8,0.91,0
hr,high,214,3,2,0,0,0.6,0.81,0
technical,medium,249,3,5,0,0,0.73,0.73,0
technical,high,211,3,3,0,1,0.55,0.74,0
technical,low,269,3,5,0,0,0.7,0.71,0
technical,medium,214,3,4,0,0,0.53,0.68,0
technical,medium,231,3,4,0,0,0.9,0.94,0
technical,medium,175,3,3,0,0,0.8,0.78,0
technical,medium,175,3,5,0,0,0.51,0.6,0
technical,low,238,5,5,0,0,0.86,0.96,0
technical,low,228,4,4,0,0,0.63,0.79,0
technical,low,220,4,3,0,0,0.83,0.93,0
technical,low,233,2,4,0,1,0.85,0.55,0
support,low,225,4,3,0,0,0.8,0.57,0
support,low,187,3,5,0,0,0.79,0.97,0
support,low,117,3,3,0,0,0.37,0.71,0
support,low,184,3,3,0,1,0.85,0.9,0
support,low,216,3,3,0,0,0.76,0.56,0
support,low,140,2,4,0,1,0.99,0.62,0
support,high,201,2,3,0,1,0.55,0.63,0
support,low,167,3,4,0,1,0.69,0.69,0
support,low,203,2,5,0,0,0.68,1.0,0
support,low,231,2,5,0,1,0.69,0.9,0
support,low,141,4,3,0,0,0.65,0.7,0
technical,high,226,3,6,0,1,0.17,0.88,0
technical,low,199,2,3,0,0,0.48,0.65,0
technical,low,192,3,4,0,0,0.65,0.59,0
management,low,247,2,4,0,0,0.57,0.49,0
IT,high,164,3,3,0,0,0.8,0.67,0
IT,low,234,2,5,0,0,0.8,0.6,0
IT,medium,177,3,2,0,1,0.5,0.6,0
IT,high,208,2,3,0,0,0.95,0.87,0
IT,medium,233,3,3,0,0,0.69,0.93,0
product_mng,high,172,3,4,0,0,0.74,0.57,0
product_mng,medium,141,3,3,0,0,0.68,0.59,0
product_mng,medium,213,3,3,0,0,0.68,0.55,0
product_mng,medium,128,3,5,0,1,0.65,0.37,0
IT,medium,151,3,4,0,1,0.85,0.92,0
RandD,medium,247,3,4,0,0,0.49,0.48,0
RandD,medium,143,4,6,0,0,0.19,0.8,0
RandD,medium,164,3,3,0,0,0.95,0.61,0
RandD,medium,183,3,3,0,0,0.63,0.62,0
RandD,high,274,3,4,0,0,0.83,0.8,0
marketing,low,261,2,4,0,0,0.62,0.78,0
sales,medium,200,3,5,0,0,0.74,0.98,0
accounting,medium,177,2,5,0,0,0.7,0.87,0
support,medium,139,4,5,0,0,0.28,0.38,0
technical,medium,228,5,6,0,0,0.39,0.56,0
management,medium,230,2,3,0,0,0.62,0.63,0
marketing,medium,212,4,5,0,0,0.79,0.54,0
marketing,medium,265,4,4,0,0,0.87,0.74,0
marketing,medium,124,4,3,0,0,0.29,0.75,0
sales,medium,155,3,4,0,0,0.37,0.88,0
sales,high,215,4,4,0,0,0.68,0.55,0
sales,low,214,2,4,0,0,0.9,0.51,0
sales,low,181,3,3,0,0,0.97,0.65,0
sales,low,229,2,4,0,0,0.6,0.77,0
sales,high,262,2,5,0,0,0.58,0.79,0
sales,low,165,3,3,0,0,0.83,0.86,0
sales,low,136,3,5,0,0,0.83,0.73,0
sales,low,151,2,4,0,1,0.94,0.71,0
sales,high,226,4,5,0,0,0.69,0.9,0
sales,low,215,2,5,0,0,0.81,0.81,0
sales,low,143,5,6,0,1,0.19,0.5,0
sales,low,223,4,3,0,1,0.18,0.64,0
sales,low,271,3,4,0,0,0.58,0.63,0
sales,low,220,3,3,0,0,0.76,0.65,0
sales,low,182,4,6,0,0,0.26,0.47,0
sales,low,190,3,3,0,0,0.78,0.87,0
sales,medium,198,3,3,0,0,0.71,0.56,0
sales,medium,141,2,3,0,0,0.76,0.61,0
accounting,medium,248,2,3,0,0,0.44,0.81,0
accounting,medium,168,5,2,0,0,0.26,0.69,0
accounting,medium,162,3,5,0,0,0.75,0.57,0
hr,medium,211,3,4,0,0,0.64,0.9,0
hr,medium,271,3,4,0,0,0.79,0.71,0
hr,medium,271,2,3,0,0,0.96,0.61,0
hr,medium,244,2,5,0,0,0.63,1.0,0
technical,medium,261,3,5,0,1,0.65,0.55,0
technical,medium,225,3,3,0,0,0.76,0.81,0
technical,medium,266,5,4,0,0,0.26,0.9,0
technical,high,146,5,3,0,1,0.84,0.73,0
technical,low,233,3,3,0,0,0.74,0.77,0
technical,medium,180,3,4,0,0,0.53,0.45,0
technical,medium,208,3,5,0,0,0.7,0.56,0
technical,medium,165,4,4,0,1,0.62,0.69,0
technical,medium,221,4,4,0,0,0.71,0.68,0
technical,low,215,2,3,0,0,0.5,0.65,0
technical,low,264,6,6,0,0,0.53,0.5,0
support,low,160,4,2,0,0,0.88,0.89,0
support,low,192,3,2,0,0,0.79,0.83,0
support,low,201,2,5,0,0,0.69,0.89,0
support,low,264,2,4,0,0,0.57,0.96,0
support,low,186,3,4,0,1,0.68,0.8,0
support,low,272,3,4,0,0,0.6,0.82,0
support,low,216,3,4,0,0,0.7,0.9,0
support,low,142,2,4,0,1,0.71,0.76,0
support,low,133,3,4,0,0,0.49,0.51,0
support,low,260,2,4,0,0,0.74,0.7,0
support,low,101,5,4,0,0,0.2,0.93,0
technical,low,230,2,4,0,0,0.57,0.5,0
technical,low,242,4,3,0,0,0.83,0.48,0
technical,low,193,2,3,0,0,0.22,0.64,0
management,low,234,4,2,0,0,0.67,0.57,0
IT,low,132,3,3,0,0,0.54,0.84,0
IT,low,183,3,4,0,0,0.54,0.53,0
IT,low,191,4,4,0,0,0.64,0.61,0
IT,low,140,4,5,0,0,0.23,0.84,0
IT,medium,257,3,5,0,0,0.88,0.87,0
product_mng,medium,219,3,4,0,0,0.83,0.54,0
product_mng,medium,141,2,5,0,0,0.88,0.67,0
product_mng,medium,162,2,5,0,0,0.9,0.85,0
product_mng,medium,181,3,3,0,0,0.49,0.61,0
IT,medium,191,3,3,0,0,0.55,0.49,0
RandD,medium,149,6,4,0,1,0.92,0.69,0
RandD,medium,164,4,3,0,0,0.72,0.67,0
RandD,medium,235,3,4,0,0,0.63,0.5,0
RandD,medium,199,3,3,0,0,0.98,0.66,0
RandD,medium,248,3,3,0,0,0.76,0.52,0
marketing,medium,103,3,2,0,1,0.42,0.56,0
marketing,high,248,4,4,0,0,0.58,0.65,0
sales,low,153,3,3,0,1,0.85,0.82,0
accounting,medium,241,4,4,0,0,0.67,0.95,0
support,medium,258,3,4,0,0,0.58,1.0,0
technical,medium,172,5,5,0,1,0.84,0.76,0
management,medium,149,2,3,0,0,0.56,0.68,0
marketing,low,217,3,4,0,0,0.63,0.83,0
marketing,low,243,3,3,0,0,0.51,0.92,0
marketing,low,120,3,5,0,0,0.95,0.81,0
sales,low,137,3,3,0,1,0.85,0.55,0
sales,low,150,3,5,0,0,0.73,0.78,0
sales,low,199,5,5,0,0,0.2,0.49,0
sales,low,203,2,3,0,0,0.78,0.79,0
sales,low,273,3,3,0,0,0.83,0.8,0
sales,low,214,3,2,0,1,0.87,0.56,0
sales,low,141,3,5,0,0,0.98,0.99,0
sales,low,243,3,5,0,0,1.0,0.81,0
sales,low,159,3,4,0,0,0.7,0.55,0
sales,low,146,3,5,0,0,0.62,0.88,0
sales,low,159,2,4,0,0,0.67,0.72,0
sales,low,196,3,4,0,0,0.86,0.96,0
sales,low,183,2,5,0,1,0.44,0.57,0
sales,low,192,4,4,0,0,0.19,0.86,0
sales,low,246,2,4,0,0,0.76,0.83,0
sales,low,191,4,5,0,0,0.89,0.93,0
sales,low,158,3,3,0,0,0.25,0.97,0
sales,low,167,2,4,0,0,0.68,1.0,0
sales,medium,187,2,2,0,1,0.38,0.5,0
accounting,medium,199,4,4,0,0,0.64,0.95,0
accounting,medium,157,3,4,0,0,0.76,0.62,0
accounting,medium,157,3,2,0,0,0.26,0.45,0
hr,medium,178,2,3,0,0,0.69,0.67,0
hr,medium,154,2,3,0,0,0.98,0.66,0
hr,medium,208,2,5,0,1,0.86,0.83,0
hr,medium,273,5,4,0,1,0.14,0.68,0
technical,medium,159,3,4,0,0,0.58,0.63,0
technical,medium,234,2,4,0,0,0.63,0.97,0
technical,medium,139,3,5,0,1,0.7,0.91,0
technical,medium,210,4,4,0,0,0.73,0.62,0
technical,high,164,3,3,0,0,0.89,0.52,0
technical,low,241,5,3,0,1,0.17,0.61,0
technical,medium,259,2,5,0,0,0.86,0.73,0
technical,medium,159,3,3,0,1,0.59,0.73,0
technical,medium,131,2,4,0,0,0.22,0.51,0
technical,medium,266,2,3,0,0,0.55,0.57,0
technical,low,153,2,3,0,0,0.74,0.6,0
support,low,253,2,3,0,0,0.55,0.54,0
support,low,141,2,4,0,1,0.67,0.94,0
support,low,199,3,3,0,0,0.64,0.8,0
support,low,205,3,3,0,0,0.58,0.71,0
support,low,252,3,4,0,0,0.9,0.6,0
support,low,153,3,4,0,0,0.89,0.9,0
support,low,171,4,2,0,0,0.74,0.37,0
support,low,150,4,5,0,0,0.78,0.91,0
support,low,247,3,4,0,0,0.97,0.53,0
support,low,150,2,4,0,1,0.52,0.92,0
support,low,206,2,4,0,0,0.99,0.86,0
technical,low,192,4,4,0,1,0.76,0.44,0
technical,low,164,3,5,0,0,0.69,0.96,0
technical,low,186,3,3,0,0,0.59,0.69,0
management,low,249,3,3,0,0,0.95,0.63,0
IT,low,214,2,3,0,0,0.69,0.81,0
IT,low,193,4,4,0,0,0.76,0.75,0
IT,low,114,4,2,0,0,0.7,0.84,0
IT,low,122,2,2,0,0,0.87,0.6,0
IT,low,170,3,3,0,1,0.44,0.55,0
product_mng,medium,151,3,3,0,0,0.54,0.91,0
product_mng,medium,156,3,3,0,0,0.55,0.75,0
product_mng,medium,170,3,5,0,1,0.81,0.75,0
product_mng,medium,188,2,3,0,0,0.5,0.55,0
IT,medium,201,3,4,0,1,0.93,0.74,0
RandD,medium,254,6,6,0,0,0.64,0.5,0
RandD,medium,206,4,3,0,0,0.57,0.78,0
RandD,medium,216,3,4,0,0,0.95,0.74,0
RandD,medium,200,3,5,0,0,0.86,0.67,0
RandD,medium,202,2,4,0,0,0.82,0.58,0
RandD,medium,217,4,4,0,0,0.18,0.79,0
marketing,medium,151,4,5,0,0,0.58,0.7,0
sales,high,224,2,3,0,0,0.57,0.56,0
accounting,low,148,3,5,0,0,0.94,0.83,0
support,medium,224,5,6,0,1,0.2,0.97,0
technical,medium,243,5,2,0,1,0.73,0.75,0
management,medium,238,3,4,0,1,0.94,0.8,0
marketing,medium,254,3,3,0,0,0.99,0.61,0
marketing,low,218,4,4,0,0,0.22,0.49,0
marketing,low,237,3,3,0,0,0.67,0.66,0
sales,low,185,2,4,0,0,0.49,0.67,0
sales,low,184,3,4,0,0,0.78,0.95,0
sales,low,176,3,2,0,1,0.15,0.74,0
sales,low,260,3,4,0,0,0.91,0.89,0
sales,low,254,4,4,0,0,0.7,0.78,0
sales,low,221,3,3,0,0,0.6,0.95,0
sales,low,257,2,5,0,0,0.59,0.57,0
sales,low,265,3,3,0,1,0.59,0.93,0
sales,low,138,3,3,0,1,0.55,0.64,0
sales,low,163,2,3,0,1,0.42,0.75,0
sales,low,144,3,3,0,0,0.57,0.81,0
sales,low,146,2,3,0,1,0.72,0.51,0
sales,low,242,6,3,0,0,0.83,0.81,0
sales,low,249,3,4,0,0,0.89,0.93,0
sales,low,245,3,3,0,0,0.55,0.59,0
sales,low,201,2,4,0,0,0.53,0.75,0
sales,medium,177,4,4,0,1,0.74,0.59,0
sales,medium,160,2,4,0,0,0.63,0.98,0
sales,medium,177,2,6,0,1,0.63,0.4,0
accounting,medium,153,3,4,0,0,0.61,0.97,0
accounting,medium,197,5,3,0,0,0.76,0.79,0
accounting,medium,246,4,4,0,0,0.67,0.82,0
hr,medium,258,3,4,0,0,0.51,0.95,0
hr,medium,137,3,3,0,0,0.67,0.55,0
hr,medium,178,4,3,0,0,0.16,0.94,0
hr,medium,123,4,4,0,0,0.34,0.85,0
technical,medium,162,3,5,0,1,0.58,0.73,0
technical,medium,210,5,5,0,0,0.5,0.71,0
technical,high,197,3,4,0,1,0.56,0.48,0
technical,low,220,3,3,0,0,0.56,0.98,0
technical,medium,133,2,4,0,0,0.74,0.71,0
technical,medium,198,2,3,0,0,0.69,0.99,0
technical,medium,160,5,4,0,0,0.15,0.81,0
technical,medium,180,2,2,0,0,0.58,0.67,0
technical,low,217,3,3,0,0,0.8,0.79,0
technical,low,223,3,3,0,0,0.5,0.57,0
technical,low,229,2,4,0,0,0.66,0.92,0
support,low,159,3,4,0,0,0.81,0.78,0
support,low,253,5,5,0,0,0.14,0.68,0
support,low,235,2,3,0,0,0.92,0.85,0
support,low,186,3,4,0,0,0.69,0.91,0
support,low,263,2,4,0,0,0.66,0.99,0
support,low,239,4,4,0,0,0.85,0.39,0
support,low,151,2,4,0,0,0.83,0.69,0
support,low,106,4,3,0,0,1.0,0.49,0
support,low,183,4,3,0,0,0.68,0.65,0
support,low,125,2,3,0,0,0.26,0.97,0
support,low,157,2,3,0,0,0.35,0.41,0
technical,low,241,2,3,0,0,0.12,0.58,0
technical,low,184,3,4,0,0,0.91,0.93,0
technical,low,144,3,4,0,0,0.65,0.67,0
management,low,255,4,3,0,1,0.78,0.72,0
IT,low,261,4,3,0,0,0.61,0.82,0
IT,low,207,2,4,0,0,0.64,0.51,0
IT,low,205,4,4,0,0,0.58,0.73,0
IT,medium,217,2,4,0,1,0.63,0.76,0
IT,medium,215,2,4,0,1,0.94,0.6,0
product_mng,medium,139,4,5,0,0,0.26,0.81,0
product_mng,medium,146,3,3,0,0,0.59,0.69,0
product_mng,medium,175,3,4,0,0,0.78,0.8,0
product_mng,medium,188,3,5,0,0,0.86,0.64,0
IT,medium,155,3,5,0,0,0.79,0.73,0
RandD,medium,171,4,4,0,0,0.89,0.73,0
RandD,medium,184,3,4,0,0,0.34,0.99,0
RandD,medium,164,6,3,0,0,0.29,0.77,0
RandD,medium,244,4,3,0,0,0.71,0.89,0
RandD,medium,222,2,4,0,0,0.93,0.58,0
RandD,high,231,3,4,0,1,0.94,0.76,0
marketing,low,213,3,3,0,0,0.91,0.72,0
sales,medium,144,4,4,0,0,0.71,0.96,0
accounting,medium,221,4,3,0,1,0.67,0.81,0
support,medium,138,3,3,0,1,0.54,0.42,0
technical,medium,183,4,3,0,0,0.89,0.58,0
management,low,250,3,3,0,1,0.94,0.91,0
marketing,low,219,6,3,0,0,0.15,0.89,0
marketing,low,164,4,6,0,1,0.45,0.92,0
marketing,low,161,4,4,0,1,0.92,0.67,0
sales,low,274,5,4,0,1,0.63,0.56,0
sales,low,181,3,4,0,1,0.8,0.66,0
sales,low,148,2,3,0,0,0.45,0.72,0
sales,low,226,2,3,0,1,0.72,0.54,0
sales,low,256,5,6,0,0,0.84,0.36,0
sales,low,141,2,3,0,0,0.61,0.51,0
sales,low,177,3,3,0,0,0.63,0.88,0
sales,low,173,2,4,0,0,0.49,0.54,0
sales,low,196,3,2,0,0,0.68,0.51,0
sales,low,179,2,5,0,0,0.64,0.85,0
sales,low,201,3,4,0,0,0.61,0.64,0
sales,low,247,3,5,0,0,0.83,0.55,0
sales,low,238,2,5,0,0,0.94,0.51,0
sales,low,133,6,3,0,0,0.27,0.66,0
sales,low,194,4,2,0,0,0.6,0.49,0
sales,low,232,2,4,0,0,0.83,0.69,0
sales,low,232,3,3,0,0,0.53,0.75,0
sales,medium,204,3,4,0,0,0.79,0.97,0
sales,medium,252,3,4,0,1,0.96,0.49,0
accounting,medium,164,3,3,0,0,0.5,0.56,0
accounting,medium,266,2,5,0,0,0.68,0.81,0
accounting,medium,226,4,4,0,1,0.24,0.54,0
hr,medium,252,6,4,0,0,0.8,0.8,0
hr,medium,155,3,4,0,0,0.62,0.74,0
hr,medium,202,2,3,0,0,1.0,0.85,0
hr,medium,214,3,3,0,0,0.64,0.75,0
technical,medium,267,3,4,0,0,0.51,0.55,0
technical,medium,265,3,4,0,0,0.74,0.5,0
technical,medium,221,2,3,0,1,0.49,0.99,0
technical,high,132,6,4,0,0,0.96,0.83,0
technical,low,227,4,4,0,1,0.59,0.62,0
technical,medium,234,3,4,0,0,0.84,0.57,0
technical,medium,238,6,3,0,0,0.16,0.84,0
technical,medium,149,2,3,0,1,0.62,0.75,0
technical,medium,152,3,4,0,0,0.79,0.67,0
technical,low,249,3,4,0,1,0.53,0.83,0
technical,low,270,5,6,0,0,0.17,0.48,0
support,low,200,2,3,0,0,0.57,0.76,0
support,low,207,2,4,0,0,0.65,0.82,0
support,low,266,2,4,0,1,0.69,0.74,0
support,low,250,3,6,0,0,0.3,0.8,0
support,low,220,3,3,0,0,0.99,0.92,0
support,low,177,2,4,0,0,0.5,0.69,0
support,medium,147,2,3,0,0,0.54,0.96,0
support,medium,227,4,4,0,0,0.69,0.57,0
support,medium,272,2,4,0,0,0.5,0.85,0
support,medium,244,3,3,0,0,0.66,0.73,0
support,medium,182,3,5,0,1,1.0,0.93,0
technical,medium,146,6,3,0,1,0.15,0.61,0
technical,medium,259,5,5,0,1,0.31,0.54,0
technical,medium,184,4,4,0,0,0.65,0.49,0
management,medium,149,2,4,0,0,0.72,0.69,0
IT,medium,185,3,4,0,1,0.84,0.85,0
IT,medium,254,2,3,0,0,0.55,0.8,0
IT,medium,249,3,4,0,0,0.6,0.58,0
IT,medium,269,2,4,0,0,0.84,0.48,0
IT,medium,168,3,3,0,0,0.68,0.87,0
product_mng,medium,225,3,6,0,0,0.13,1.0,0
product_mng,medium,160,2,3,0,0,0.88,0.98,0
product_mng,medium,149,3,5,0,1,0.64,0.57,0
product_mng,medium,193,3,5,0,0,0.19,0.95,0
IT,medium,171,3,5,0,1,0.83,0.88,0
RandD,medium,232,3,4,0,1,0.17,0.41,0
RandD,medium,250,6,4,0,0,0.44,0.74,0
RandD,medium,243,2,4,0,0,0.52,0.55,0
RandD,medium,250,2,4,0,0,0.66,0.62,0
RandD,medium,153,3,4,0,0,0.96,0.55,0
RandD,medium,126,3,5,0,1,0.19,0.5,0
marketing,high,192,3,3,0,0,0.86,1.0,0
sales,high,137,4,3,0,1,0.65,0.57,0
accounting,high,199,3,3,0,1,0.61,0.97,0
support,high,181,3,3,0,1,0.53,0.96,0
technical,high,260,6,5,0,0,0.14,0.76,0
management,high,199,4,4,0,0,0.74,1.0,0
marketing,high,171,5,6,0,1,0.47,0.62,0
marketing,high,260,3,4,0,0,0.6,0.56,0
marketing,high,243,4,3,0,0,0.81,0.58,0
sales,high,154,4,2,0,0,0.95,0.59,0
sales,high,201,2,2,0,0,0.98,0.8,0
sales,high,234,3,5,0,0,0.52,0.8,0
sales,low,216,3,3,0,1,1.0,0.97,0
sales,low,205,4,5,0,1,0.16,0.74,0
sales,low,225,4,3,0,0,0.19,0.83,0
sales,low,229,3,3,0,0,0.94,0.87,0
sales,low,132,3,6,0,0,0.58,0.43,0
sales,low,180,3,4,0,0,0.92,0.69,0
sales,low,164,4,4,0,0,0.65,0.8,0
sales,low,175,3,5,0,0,0.74,0.74,0
sales,low,103,2,5,0,0,0.6,0.53,0
sales,low,142,4,5,0,0,1.0,1.0,0
sales,low,212,3,4,0,0,0.81,0.96,0
sales,low,129,3,2,0,1,0.54,0.67,0
sales,low,140,4,5,0,0,0.18,0.81,0
sales,low,149,2,4,0,0,0.82,0.88,0
sales,low,258,2,2,0,0,0.9,0.96,0
sales,medium,136,2,4,0,0,0.62,0.62,0
accounting,medium,216,3,2,0,1,0.77,0.76,0
accounting,medium,151,2,3,0,0,0.58,0.86,0
accounting,medium,217,6,5,0,0,0.27,0.47,0
hr,medium,219,3,4,0,0,0.78,0.72,0
hr,medium,150,3,3,0,0,0.98,0.66,0
hr,medium,98,4,4,0,0,0.75,0.5,0
hr,medium,140,3,5,0,0,0.74,0.67,0
technical,medium,259,3,3,0,1,0.9,0.99,0
technical,medium,215,6,5,0,1,0.73,0.71,0
technical,medium,258,3,4,0,0,0.9,0.62,0
technical,medium,162,3,4,0,1,0.68,0.91,0
technical,high,260,4,3,0,0,0.9,0.74,0
technical,high,198,2,5,0,0,0.64,0.93,0
technical,high,242,3,2,0,1,0.63,0.9,0
technical,high,219,4,4,0,0,0.87,0.89,0
technical,high,204,3,4,0,0,0.6,0.55,0
technical,high,157,3,3,0,0,0.7,0.74,0
technical,high,244,6,5,0,0,0.15,0.94,0
support,high,122,3,3,0,0,0.45,0.75,0
support,low,282,5,5,0,0,0.43,0.9,0
support,low,195,5,5,0,0,0.92,0.46,0
support,low,134,2,4,0,0,0.72,0.81,0
support,low,210,2,3,0,0,0.94,0.84,0
support,low,170,3,3,0,0,0.74,0.52,0
support,low,140,3,2,0,1,0.48,0.71,0
support,low,215,2,5,0,1,0.84,0.76,0
support,low,150,3,3,0,0,0.53,0.86,0
support,medium,268,3,5,0,1,0.45,0.88,0
support,medium,270,4,4,0,0,0.95,0.67,0
technical,medium,163,3,3,0,0,0.95,0.58,0
technical,medium,188,2,3,0,0,0.7,0.85,0
technical,medium,110,4,3,0,0,0.19,0.93,0
management,medium,135,3,5,0,0,0.74,0.91,0
IT,medium,228,3,4,0,0,0.54,0.59,0
IT,medium,172,2,5,0,0,0.5,0.69,0
IT,medium,168,5,3,0,0,0.95,0.72,0
IT,medium,160,3,5,0,0,0.69,0.69,0
IT,medium,282,3,5,0,0,0.24,0.74,0
product_mng,medium,184,2,5,0,1,0.96,0.7,0
product_mng,medium,217,4,4,0,1,0.61,0.5,0
product_mng,medium,281,3,6,0,0,0.76,0.53,0
product_mng,medium,245,2,3,0,0,0.61,0.64,0
IT,medium,285,5,2,0,0,0.37,0.48,0
RandD,medium,165,3,4,0,0,0.81,0.9,0
RandD,medium,146,3,3,0,0,0.59,0.9,0
RandD,medium,133,3,3,0,0,0.73,0.82,0
RandD,medium,181,6,2,0,0,0.87,0.57,0
RandD,medium,152,3,6,0,0,0.67,0.66,0
RandD,medium,284,3,2,0,0,0.96,0.78,0
marketing,medium,157,3,3,0,0,0.98,0.51,0
sales,high,165,2,4,0,0,0.5,0.58,0
accounting,low,255,2,3,0,1,0.49,0.71,0
support,medium,194,4,4,0,0,0.13,0.65,0
technical,medium,102,6,3,0,0,0.57,0.68,0
management,medium,247,2,4,0,0,0.51,0.94,0
marketing,medium,206,2,3,0,0,0.99,0.69,0
marketing,medium,171,2,3,0,0,0.8,0.77,0
marketing,medium,263,4,5,0,0,0.56,0.39,0
sales,medium,272,4,4,0,1,0.96,0.84,0
sales,medium,158,2,3,0,1,0.96,0.5,0
sales,medium,216,6,6,0,1,0.87,0.53,0
sales,medium,113,3,5,0,0,0.61,0.9,0
sales,low,140,4,3,0,0,0.18,0.6,0
sales,low,178,5,5,0,0,0.24,0.77,0
sales,low,153,3,4,0,0,0.86,0.48,0
sales,low,271,5,6,0,0,0.25,0.62,0
sales,low,269,5,3,0,0,0.25,0.82,0
sales,low,160,3,3,0,0,0.63,0.55,0
sales,low,258,2,4,0,1,0.89,0.68,0
sales,high,251,3,4,0,0,0.87,0.82,0
sales,low,170,2,3,0,0,0.87,0.78,0
sales,high,238,4,4,0,1,0.71,0.99,0
sales,high,152,2,4,0,0,0.98,0.87,0
sales,low,262,6,3,0,0,0.16,0.51,0
sales,low,273,2,4,0,0,0.83,0.68,0
sales,high,233,2,3,0,0,0.65,0.77,0
sales,low,262,3,3,0,0,0.95,0.64,0
accounting,medium,183,3,3,0,0,0.67,0.67,0
accounting,high,150,3,3,0,1,0.53,0.88,0
accounting,medium,132,3,3,0,0,0.74,0.94,0
hr,medium,200,4,3,0,0,0.77,0.79,0
hr,medium,148,5,4,0,0,0.13,0.72,0
hr,medium,187,3,3,0,1,0.82,0.92,0
hr,high,224,2,4,0,0,0.88,0.65,0
technical,medium,147,2,4,0,0,0.89,0.5,0
technical,medium,153,4,3,0,0,0.85,0.51,0
technical,medium,154,2,5,0,0,0.93,0.87,0
technical,high,270,3,5,0,0,0.62,0.7,0
technical,medium,202,2,3,0,0,0.58,0.96,0
technical,high,264,3,4,0,0,0.98,0.5,0
technical,low,145,3,2,0,0,0.52,0.45,0
technical,medium,138,2,3,0,1,0.76,0.49,0
technical,medium,238,2,3,0,0,0.73,0.91,0
technical,medium,147,5,4,0,0,0.74,0.64,0
technical,medium,190,2,3,0,0,0.49,0.48,0
support,low,183,3,4,0,0,0.91,0.97,0
support,low,255,3,5,0,0,0.74,0.92,0
support,low,252,4,4,0,0,0.86,0.82,0
